Tweet Id,Datetime,tweet,clean_text,sentiment
1331200918369431554,2020-11-24 11:40:06,"तीन रियर कैमरे वाला #OppoA15 बजट स्मार्टफोन हो गया सस्ता, जानें नई कीमत और फोन के सभी फीचर्स... #OPPO #Amazon 
https://t.co/e7VB1Y0Fdl",OppoA15 OPPO Amazon,positive
1331200661803855875,2020-11-24 11:39:04,"Which channel will be streaming NZ vs WI series in India? 
I've got the news that Sony and Star are not gonna steam… https://t.co/c4vuanJqCZ",Which channel will be streaming NZ vs WI series in India I ve got the news that Sony and Star are not gonna steam,neutral
1331200583966072835,2020-11-24 11:38:46,"Which channel will be streaming NZ vs WI series in India? 
I've got the news that Sony and Star are not gonna steam… https://t.co/7HBtug3mnw",Which channel will be streaming NZ vs WI series in India I ve got the news that Sony and Star are not gonna steam,neutral
1331200428021866496,2020-11-24 11:38:09,"@narendramodi A clear look into India’s political, social and economic history unobstructed by decades of agenda-dr… https://t.co/Un39eryISM",A clear look into India s political social and economic history unobstructed by decades of agenda dr,positive
1331200376335286276,2020-11-24 11:37:56,"Which channel will be streaming NZ vs WI series in India? 
I've got the news that Sony and Star are not gonna steam… https://t.co/KH7XakqKol",Which channel will be streaming NZ vs WI series in India I ve got the news that Sony and Star are not gonna steam,neutral
1331199945462874112,2020-11-24 11:36:14,"The Great Indian Genius Har Dayal &amp; The Man India Missed The Most Subhas Chandra Bose
Jai Hind 
#Netaji125 #Netaji… https://t.co/rDv1rIUgQ7",The Great Indian Genius Har Dayal amp The Man India Missed The Most Subhas Chandra Bose Jai Hind Netaji125 Netaji,positive
1331199730274078720,2020-11-24 11:35:22,"Deal Price: ₹ 599.00
Discount: ₹ 1,700.00 (74%)https://t.co/qOXFCuuHOU",Deal Price 599 00 Discount 1 700 00 74,neutral
1331199537612943360,2020-11-24 11:34:36,@The2HundredMan Ank it wont be showing in india...amazon has the rights...they can give to any channel this year bu… https://t.co/xnBflRtpIE,Ank it wont be showing in india amazon has the rights they can give to any channel this year bu,positive
1331198762555826176,2020-11-24 11:31:32,"@amazonIN @amazon @AmazonHelp 
Today, within 3 min, your support team solved my issue with the last delivery (was m… https://t.co/tOUBzuEQ5Q",Today within 3 min your support team solved my issue with the last delivery was m,positive
1331198378298978306,2020-11-24 11:30:00,"Now you can pick some great deals in India too! #BlackFriday 

https://t.co/A9E0uahzee",Now you can pick some great deals in India too BlackFriday,positive
1331195681298554880,2020-11-24 11:19:17,"@The_Modi_Bhakt @KTRTRS @kishanreddybjp I'm talking about ghmc approach.
I've seen influx in Amazon, wipro and many… https://t.co/o4PnpAPCbL",Modi Bhakt I m talking about ghmc approach I ve seen influx in Amazon wipro and many,positive
1331194524584972290,2020-11-24 11:14:41,"Narrated by @juniorbachchan, Amazon Prime Video’s first-ever sports docu-series in India provides an insight into t… https://t.co/PSuqVzkAHE",Narrated by Amazon Prime Video s first ever sports docu series in India provides an insight into t,positive
1331193355359952897,2020-11-24 11:10:02,"This title holds in its pages the very essence of #India, its people and its culture, conveyed through a selection… https://t.co/D5mED4klIZ",This title holds in its pages the very essence of India its people and its culture conveyed through a selection,neutral
1331192444222730242,2020-11-24 11:06:25,"one8 by Virat Kohli Men's Vest (Pack of 3) Starts Rs.778

https://t.co/GdiEVHiIXi",one8 by Virat Kohli Men s Vest Pack of 3 Starts Rs 778,neutral
1331191719476473856,2020-11-24 11:03:32,"India approves Reliance's $3.4 billion deal with Future Group, brings new headache to Amazon https://t.co/WkO1veeIYn via @refsrc",India approves Reliance s 3 4 billion deal with Future Group brings new headache to Amazon via,positive
1331191424524619777,2020-11-24 11:02:22,@priyankachopra @ShefaliShah_ @shrishtiarya @RasikaDugal @_AdilHussain @rajeshtailang @RichieMehta @CastingChhabra… https://t.co/FeFz95H5BC,AdilHussain,neutral
1331191367947718658,2020-11-24 11:02:09,"India Furnish Polyester Eyelet 8 Piece Door Curtain Set - 7 Feet at ₹779

https://t.co/2cbgLIyODe",India Furnish Polyester Eyelet 8 Piece Door Curtain Set 7 Feet at 779,neutral
1331190889633333248,2020-11-24 11:00:15,"Deal Price: ₹ 8,499.00
Discount: ₹ 1,500.00 (15%)https://t.co/6Qso3Dol8m",Deal Price 8 499 00 Discount 1 500 00 15,neutral
1331188918453092352,2020-11-24 10:52:25,"Deal Price: ₹ 359.00
Discount: ₹ 401.00 (53%)https://t.co/YsDQQmybYz",Deal Price 359 00 Discount 401 00 53,neutral
1331188720121257985,2020-11-24 10:51:37,"Deal Price: ₹ 144.00
Discount: ₹ 241.00 (63%)https://t.co/lWFlwxcpsb",Deal Price 144 00 Discount 241 00 63,neutral
1331188521885982721,2020-11-24 10:50:50,"India Furnish Polyester Eyelet 8 Piece D
 🔹 Offer price-₹ 779.00
 🔹 MRP-₹ 6,400.00
 🔹 You Save: ₹ 5,621.00 (88%)
 ✨… https://t.co/6uvvTePKOo",India Furnish Polyester Eyelet 8 Piece D Offer price 779 00 MRP 6 400 00 You Save 5 621 00 88,positive
1331188329556000768,2020-11-24 10:50:04,"Deal Price: ₹ 879.00
Discount: ₹ 2,121.00 (71%)https://t.co/kWhew2q7B5",Deal Price 879 00 Discount 2 121 00 71,neutral
1331187392049451008,2020-11-24 10:46:21,"https://t.co/0q5uKufnp4
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/0bb7fasCma",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1331186224204169220,2020-11-24 10:41:42,https://t.co/3TQ6kIbGHM,,neutral
1331186101667524609,2020-11-24 10:41:13,@KamalPatelBJP kodra aur kutki ki upaj ko badhawa dene ke liye shehron mein uplabdh karaiye. Amazon se mangani padt… https://t.co/sCikSVj4vF,kodra aur kutki ki upaj ko badhawa dene ke liye shehron mein uplabdh karaiye Amazon se mangani padt,positive
1331184979989069824,2020-11-24 10:36:46,"Primelife All in One Medical Facial Steamer Inhaler Vaporizer For Face, Cold, Cough, Sinus, Steam Breath Machine Re… https://t.co/bmf6GHJ8Pj",Primelife All in One Medical Facial Steamer Inhaler Vaporizer For Face Cold Cough Sinus Steam Breath Machine Re,neutral
1331183965420437507,2020-11-24 10:32:44,@MP_MyGov Government has to become more active in promoting kodo and kutki millets in urban markets in MP like they… https://t.co/c72SuUR7xe,MyGov Government has to become more active in promoting kodo and kutki millets in urban markets in MP like they,positive
1331183807672721409,2020-11-24 10:32:06,https://t.co/u5biHeMfJT,,neutral
1331183797782470657,2020-11-24 10:32:04,"Deal Price: ₹ 2,999.00
Discount: ₹ 2,500.00 (45%)https://t.co/c61hSCYbn8",Deal Price 2 999 00 Discount 2 500 00 45,neutral
1331183362594267136,2020-11-24 10:30:20,Amazon's $2.8bn plan: India gets its second AWS cloud computing region https://t.co/Zs29bOviKo https://t.co/u0xY05sLSF,Amazon s 2 8bn plan India gets its second AWS cloud computing region,positive
1331183350728384512,2020-11-24 10:30:17,"Primelife All in One Medical Facial Steamer Inhaler Vaporizer For Face, Cold, Cough, Sinus, Steam Breath Machine Re… https://t.co/WaEZQyPZ8m",Primelife All in One Medical Facial Steamer Inhaler Vaporizer For Face Cold Cough Sinus Steam Breath Machine Re,neutral
1331183232168050688,2020-11-24 10:29:49,"#blackberry KEY2 With QWERTY Keypad, Dual Cameras Launched in India: Price,.... #tech #tech https://t.co/2b6soIgic4 https://t.co/gH8565RSFE",blackberry KEY2 With QWERTY Keypad Dual Cameras Launched in India Price tech tech,positive
1331181998174597122,2020-11-24 10:24:55,"Amazon Black Friday, Cyber Monday sale: 70,000 Indian exporters to sell products

https://t.co/5zsVUpB7FW",Amazon Black Friday Cyber Monday sale 70 000 Indian exporters to sell products,positive
1331181932168704000,2020-11-24 10:24:39,"@AmitAgarwal 
Can you please help with Service Escalation Matrix in Amazon India? I am completely dissatisfied with… https://t.co/WqJkEbaPQH",Can you please help with Service Escalation Matrix in Amazon India I am completely dissatisfied with,positive
1331181915156582400,2020-11-24 10:24:35,"About 70,000 Indian exporters will showcase their products during the #BlackFriday and #CyberMonday weekend via Ama… https://t.co/mDp0cTHQrW",About 70 000 Indian exporters will showcase their products during the BlackFriday and CyberMonday weekend via Ama,neutral
1331181621030969344,2020-11-24 10:23:25,https://t.co/sY6idurqHD,,neutral
1331181610578841602,2020-11-24 10:23:22,"Deal Price: ₹ 245.00
Discount: ₹ 5.00 (2%)https://t.co/XREvwibSvK",Deal Price 245 00 Discount 5 00 2,neutral
1331180458130849792,2020-11-24 10:18:48,@shenazz Please let us know when will we get pixel 5 in india from Google directly .. as of now Amazon is selling i… https://t.co/OJI6Ff96Bm,Please let us know when will we get pixel 5 in india from Google directly as of now Amazon is selling i,positive
1331179907435544576,2020-11-24 10:16:36,@kkalpu @jananisampath @artyshruti Happened on Amazon india. Took a month or more to get refunded. Can't imagine fb… https://t.co/oVwT1Hv3Rw,Happened on Amazon india Took a month or more to get refunded Can t imagine fb,positive
1331179829585035264,2020-11-24 10:16:18,"Deal Price: ₹ 1,999.00
Discount: ₹ 2,000.00 (50%)https://t.co/zQuhZI9VQH",Deal Price 1 999 00 Discount 2 000 00 50,neutral
1331179354257199104,2020-11-24 10:14:24,"Deal Price: ₹ 1,599.00
Discount: ₹ 3,400.00 (68%)https://t.co/vBiIeioXlM",Deal Price 1 599 00 Discount 3 400 00 68,neutral
1331178369342349312,2020-11-24 10:10:30,@AmazonHelp I bought two coupons for my colleagues in Brazil &amp; US from Amazon India. They are unable to use it. Can you suggest a way,I bought two coupons for my colleagues in Brazil amp US from Amazon India They are unable to use it Can you suggest a way,positive
1331176308257284098,2020-11-24 10:02:18,🔴♦️ Please help SIGN Petition 👉🆘️🆘️🙏👉„United Nations: Stop Bolsonaro from destroying the Amazon!” - Jetzt unterschr… https://t.co/IrUlhPVECT,Please help SIGN Petition United Nations Stop Bolsonaro from destroying the Amazon Jetzt unterschr,positive
1331176018116108288,2020-11-24 10:01:09,https://t.co/ThF85Tejlb: Amazon Stop insulting Hindus with Floor Mats and Toilet Mats with Hindu Gods. - Sign the P… https://t.co/GSISOiLuCe,Amazon Stop insulting Hindus with Floor Mats and Toilet Mats with Hindu Gods Sign the P,negative
1331175237975609344,2020-11-24 09:58:03,"Deal Price: ₹ 722.00
Discount: ₹ 508.00 (41%)https://t.co/VxDAcRD4h5",Deal Price 722 00 Discount 508 00 41,neutral
1331175061852549121,2020-11-24 09:57:21,"Deal Price: ₹ 232.00
Discount: ₹ 293.00 (56%)https://t.co/vjNnlTEHRw",Deal Price 232 00 Discount 293 00 56,neutral
1331173204329566208,2020-11-24 09:49:58,#BookTwitter get your copy through https://t.co/jdPQf2eaMJ / your nearest bookstore / or Amazon India!,BookTwitter get your copy through your nearest bookstore or Amazon India,positive
1331172811377938434,2020-11-24 09:48:24,"@amitvarma @Tarun_Lak @Ram_Guha The book traces the entire arc of cricket in India, across all levels at which the… https://t.co/1tJN0SvSen",Lak Guha The book traces the entire arc of cricket in India across all levels at which the,neutral
1331172748194770944,2020-11-24 09:48:09,"Deal Price: ₹ 349.00
Discount: ₹ 151.00 (30%)https://t.co/jvUvVf9RDY",Deal Price 349 00 Discount 151 00 30,neutral
1331172655714557952,2020-11-24 09:47:47,https://t.co/soiQr4IKWw,,neutral
1331172561745539072,2020-11-24 09:47:25,Imagimake Mapology India with State Capitals - Educational Toy and Learning Aid for Boys and Girls-Map Puzzle-Jigsa… https://t.co/oASkSvtx2i,Imagimake Mapology India with State Capitals Educational Toy and Learning Aid for Boys and Girls Map Puzzle Jigsa,neutral
1331172347437604865,2020-11-24 09:46:34,"https://t.co/YHHEcEHZ3m
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/RiW7HFxBCb",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1331172342974861314,2020-11-24 09:46:33,"https://t.co/gv8c6IW3hW
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/ZHpd3Agcj4",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1331172338482769921,2020-11-24 09:46:32,"https://t.co/dBD6g0FBAB
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/O6e5mpfUYH",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1331172333831278593,2020-11-24 09:46:31,"https://t.co/SX4KfklJqg
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/KQqUfSRGQ9",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1331172328613568512,2020-11-24 09:46:29,"https://t.co/FNW4aD90pl
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/Remg8Lhk8R",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1331172323961999360,2020-11-24 09:46:28,"https://t.co/NgDdjznjBu
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/FYQvHw47sb",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1331172318685634560,2020-11-24 09:46:27,"https://t.co/MOLEFpzhep
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/n4ZQyCkkae",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1331172314629738502,2020-11-24 09:46:26,"https://t.co/3DhMTGylDG
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/9to0jztRua",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1331172310917767171,2020-11-24 09:46:25,"https://t.co/VuLP3nKEm7
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/u80wOsFOVO",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1331171982956654595,2020-11-24 09:45:07,"@ud_dusad @im_not_nice_yo @imukulofficial @KapilMishra_IND @Rajput_Ramesh @VertigoWarrior yes, they can and they ha… https://t.co/gSqpvnEuBh",dusad not nice yo IND Ramesh yes they can and they ha,positive
1331170534185320448,2020-11-24 09:39:21,"Deal Price: ₹ 1,357.00
Discount: ₹ 3,642.00 (73%)https://t.co/zstMwCIqxf",Deal Price 1 357 00 Discount 3 642 00 73,neutral
1331170334796615680,2020-11-24 09:38:34,"A Brief History of Modern India (2019-2020 Edition) by Spectrum Books
https://t.co/0kZewfwV04 https://t.co/jChIAKeis4",A Brief History of Modern India 2019 2020 Edition by Spectrum Books,neutral
1331170263770275840,2020-11-24 09:38:17,"Oxford Student Atlas for India - Third Edition
https://t.co/2q4m6iYMAL https://t.co/fEPSffi9Ad",Oxford Student Atlas for India Third Edition,neutral
1331168851741077506,2020-11-24 09:32:40,@harshmadhusudan @authoramish We need our own understanding to build a new idea of India. An idea of India that is… https://t.co/biWC266l8T,We need our own understanding to build a new idea of India An idea of India that is,neutral
1331168181071712256,2020-11-24 09:30:00,#LegendOfSuheldev - The King Who Saved India by @authoramish is available to order in Hindi! Read about the story o… https://t.co/eEHq8dCbBB,LegendOfSuheldev The King Who Saved India by is available to order in Hindi Read about the story o,positive
1331168024217358342,2020-11-24 09:29:23,"Deal Price: ₹ 1,199.00
Discount: ₹ 801.00 (40%)https://t.co/FuZZ1FGGJU",Deal Price 1 199 00 Discount 801 00 40,neutral
1331167684088590337,2020-11-24 09:28:02,"@Acer_India 
@amazon
@amazonIN
@Flipkart
@FlipkartIN
Nitro 5 ryzen 5 4600h available karaooo😡😡",India Nitro 5 ryzen 5 4600h available karaooo,neutral
1331167580715827201,2020-11-24 09:27:37,"With books in over 50 languages (including Tribal languages, Dialects as well as in Braille), NBT is one stop shop… https://t.co/J5w2p99FgA",With books in over 50 languages including Tribal languages Dialects as well as in Braille NBT is one stop shop,negative
1331167514395439104,2020-11-24 09:27:21,Amazonに新たな頭痛の種、インド政府がRelianceによる3580億円のFuture Group買収を承認 https://t.co/b7IQopaFur,Amazon Reliance 3580 Future Group,positive
1331165679362342913,2020-11-24 09:20:04,"Deal Price: ₹ 686.00
Discount: ₹ 13.00 (2%)https://t.co/CH7Cuw8sPo",Deal Price 686 00 Discount 13 00 2,neutral
1331165494565474304,2020-11-24 09:19:20,https://t.co/qZkT74QTfW: Amazon Stop insulting Hindus with Floor Mats and Toilet Mats with Hindu Gods. - Sign the P… https://t.co/LZGqeYNOTO,Amazon Stop insulting Hindus with Floor Mats and Toilet Mats with Hindu Gods Sign the P,negative
1331164927797686273,2020-11-24 09:17:05,@AmazonHelp For the one plus tv amazon provides the warranty service in India.,For the one plus tv amazon provides the warranty service in India,positive
1331164723912581120,2020-11-24 09:16:16,"Replying to 
@MohankumarRJ
 
No one has 5G technology except China. if you want to 5g buy this mobile… https://t.co/cRYN4gyI7h",Replying to No one has 5G technology except China if you want to 5g buy this mobile,negative
1331164544278773760,2020-11-24 09:15:33,"@DreamflyRajib @DJIGlobal Hello there, currently we are still working on the sales arrangement in India. Our author… https://t.co/PPk3AKhVpJ",Hello there currently we are still working on the sales arrangement in India Our author,neutral
1331164420676923393,2020-11-24 09:15:04,"Casserole which will never disappoint you.
Shop for Lorenzo casserole and make your guests go wow. 

To buy click o… https://t.co/S8attM2DlL",Casserole which will never disappoint you Shop for Lorenzo casserole and make your guests go wow To buy click o,positive
